i	Energy (cm-1)	gi	J	Uncertainty (cm-1)	Total_Parity	e/f	State	v	Λ	Σ	Ω	Label	Calc
1126	32598.03961031	102	25	6.80000000	-	e	A1Pi	3	1	0	1	Ca	32598.03961031
1127	32606.65653100	110	27	7.76000000	+	f	A1Pi	2	1	0	1	Ca	32606.65653100
1128	32608.87658400	34	8	1.62000000	-	f	A1Pi	9	1	0	1	Ca	32608.87658400
1129	32610.19663544	34	8	1.62000000	+	e	A1Pi	9	1	0	1	Ca	32610.19663544
1130	32612.24908596	94	23	5.92000000	-	e	A1Pi	4	1	0	1	Ca	32612.24908596
1131	32615.36868100	30	7	1.51000000	-	e	X1Sigma+	19	0	0	0	Ca	32615.36868100
1132	32630.42069286	110	27	7.76000000	-	e	A1Pi	2	1	0	1	Ca	32630.42069286
1133	32648.28680200	86	21	5.12000000	+	f	A1Pi	5	1	0	1	Ca	32648.28680200
1134	32654.38509200	54	13	2.72000000	-	e	X1Sigma+	18	0	0	0	Ca	32654.38509200
1135	32660.34293722	86	21	5.12000000	-	e	A1Pi	5	1	0	1	Ca	32660.34293722
1136	32661.68654900	70	17	3.91000000	-	e	X1Sigma+	17	0	0	0	Ca	32661.68654900
1137	32662.65077100	34	8	1.67000000	+	e	X1Sigma+	19	0	0	0	Ca	32662.65077100
1138	32664.86305200	6	1	1.02000000	+	f	A1Pi	10	1	0	1	Ca	32664.86305200
1139	32664.89142770	6	1	1.02000000	-	e	A1Pi	10	1	0	1	Ca	32664.89142770
1140	32666.30403300	66	16	3.42000000	-	f	A1Pi	7	1	0	1	Ca	32666.30403300
1141	32669.74458000	38	9	1.80000000	+	f	A1Pi	9	1	0	1	Ca	32669.74458000
1142	32670.42294500	118	29	9.35000000	-	e	X1Sigma+	13	0	0	0	Ca	32670.42294500
1143	32671.39464430	38	9	1.80000000	-	e	A1Pi	9	1	0	1	Ca	32671.39464430
1144	32672.78501727	66	16	3.42000000	+	e	A1Pi	7	1	0	1	Ca	32672.78501727
1145	32676.71763300	10	2	1.06000000	-	f	A1Pi	10	1	0	1	Ca	32676.71763300
1146	32676.80276011	10	2	1.06000000	+	e	A1Pi	10	1	0	1	Ca	32676.80276011
1147	32677.75449900	54	13	2.62000000	+	f	A1Pi	8	1	0	1	Ca	32677.75449900
1148	32681.67721186	54	13	2.62000000	-	e	A1Pi	8	1	0	1	Ca	32681.67721186
1149	32691.48123800	118	29	8.80000000	+	f	A1Pi	1	1	0	1	Ca	32691.48123800
1150	32694.30559100	14	3	1.12000000	+	f	A1Pi	10	1	0	1	Ca	32694.30559100
1151	32694.47584521	14	3	1.12000000	-	e	A1Pi	10	1	0	1	Ca	32694.47584521
1152	32700.39762500	138	34	12.45000000	+	e	X1Sigma+	11	0	0	0	Ca	32700.39762500
1153	32713.93466500	38	9	1.85000000	-	e	X1Sigma+	19	0	0	0	Ca	32713.93466500
1154	32717.38903100	18	4	1.20000000	-	f	A1Pi	10	1	0	1	Ca	32717.38903100
1155	32717.67278802	18	4	1.20000000	+	e	A1Pi	10	1	0	1	Ca	32717.67278802
1156	32720.30652400	78	19	4.40000000	+	f	A1Pi	6	1	0	1	Ca	32720.30652400
1157	32721.69330817	118	29	8.80000000	-	e	A1Pi	1	1	0	1	Ca	32721.69330817
1158	32729.90585764	78	19	4.40000000	-	e	A1Pi	6	1	0	1	Ca	32729.90585764
1159	32734.93338000	42	10	2.00000000	-	f	A1Pi	9	1	0	1	Ca	32734.93338000
1160	32735.60631100	2	0	1.00000000	+	e	X1Sigma+	20	0	0	0	Ca	32735.60631100
1161	32736.95012525	42	10	2.00000000	+	e	A1Pi	9	1	0	1	Ca	32736.95012525
1162	32740.15153600	6	1	1.02000000	-	e	X1Sigma+	20	0	0	0	Ca	32740.15153600
1163	32745.64138600	22	5	1.30000000	+	f	A1Pi	10	1	0	1	Ca	32745.64138600
1164	32746.06702153	22	5	1.30000000	-	e	A1Pi	10	1	0	1	Ca	32746.06702153
1165	32746.61087100	58	14	3.00000000	+	e	X1Sigma+	18	0	0	0	Ca	32746.61087100
1166	32749.16455500	10	2	1.06000000	+	e	X1Sigma+	20	0	0	0	Ca	32749.16455500
1167	32762.48878100	14	3	1.12000000	-	e	X1Sigma+	20	0	0	0	Ca	32762.48878100
1168	32768.44511400	42	10	2.05000000	+	e	X1Sigma+	19	0	0	0	Ca	32768.44511400
1169	32768.93098500	86	21	5.42000000	-	e	X1Sigma+	16	0	0	0	Ca	32768.93098500
1170	32778.41646200	58	14	2.90000000	-	f	A1Pi	8	1	0	1	Ca	32778.41646200
1171	32778.63773200	26	6	1.42000000	-	f	A1Pi	10	1	0	1	Ca	32778.63773200
1172	32779.23362174	26	6	1.42000000	+	e	A1Pi	10	1	0	1	Ca	32779.23362174
1173	32779.88476400	18	4	1.20000000	+	e	X1Sigma+	20	0	0	0	Ca	32779.88476400
1174	32780.19086600	98	24	6.75000000	+	e	X1Sigma+	15	0	0	0	Ca	32780.19086600
1175	32781.95474900	218	54	29.75000000	+	e	X1Sigma+	1	0	0	0	Ca	32781.95474900
1176	32782.94266915	58	14	2.90000000	+	e	A1Pi	8	1	0	1	Ca	32782.94266915
1177	32795.32529300	74	18	4.27000000	+	e	X1Sigma+	17	0	0	0	Ca	32795.32529300
1178	32801.02388700	22	5	1.30000000	-	e	X1Sigma+	20	0	0	0	Ca	32801.02388700
1179	32801.58371400	70	17	3.76000000	+	f	A1Pi	7	1	0	1	Ca	32801.58371400
1180	32803.51022100	46	11	2.22000000	+	f	A1Pi	9	1	0	1	Ca	32803.51022100
1181	32805.93031530	46	11	2.22000000	-	e	A1Pi	9	1	0	1	Ca	32805.93031530
1182	32808.87482131	70	17	3.76000000	-	e	A1Pi	7	1	0	1	Ca	32808.87482131
1183	32815.83999300	30	7	1.56000000	+	f	A1Pi	10	1	0	1	Ca	32815.83999300
1184	32816.63451265	30	7	1.56000000	-	e	A1Pi	10	1	0	1	Ca	32816.63451265
1185	32825.23630200	46	11	2.27000000	-	e	X1Sigma+	19	0	0	0	Ca	32825.23630200
1186	32825.47825700	26	6	1.42000000	+	e	X1Sigma+	20	0	0	0	Ca	32825.47825700
1187	32839.82748700	62	15	3.30000000	-	e	X1Sigma+	18	0	0	0	Ca	32839.82748700
1188	32840.22813900	130	32	11.16000000	+	e	X1Sigma+	12	0	0	0	Ca	32840.22813900
1189	32844.81073300	98	24	6.40000000	-	f	A1Pi	4	1	0	1	Ca	32844.81073300
1190	32845.98928100	110	27	8.26000000	-	e	X1Sigma+	14	0	0	0	Ca	32845.98928100
1191	32848.39651600	126	31	9.92000000	+	f	A1Pi	0	1	0	1	Ca	32848.39651600
1192	32852.70425600	30	7	1.56000000	-	e	X1Sigma+	20	0	0	0	Ca	32852.70425600
1193	32856.57380000	34	8	1.72000000	-	f	A1Pi	10	1	0	1	Ca	32856.57380000
1194	32856.60115000	90	22	5.56000000	-	f	A1Pi	5	1	0	1	Ca	32856.60115000
1195	32857.59532526	34	8	1.72000000	+	e	A1Pi	10	1	0	1	Ca	32857.59532526
1196	32860.92150905	98	24	6.40000000	+	e	A1Pi	4	1	0	1	Ca	32860.92150905
1197	32861.82477800	6	1	1.12000000	+	f	A1Pi	11	1	0	1	Ca	32861.82477800
1198	32861.84358242	6	1	1.12000000	-	e	A1Pi	11	1	0	1	Ca	32861.84358242
1199	32867.78451000	106	26	7.32000000	-	f	A1Pi	3	1	0	1	Ca	32867.78451000
1200	32869.80548858	90	22	5.56000000	+	e	A1Pi	5	1	0	1	Ca	32869.80548858
1201	32870.07714100	10	2	1.16000000	-	f	A1Pi	11	1	0	1	Ca	32870.07714100
1202	32870.13355427	10	2	1.16000000	+	e	A1Pi	11	1	0	1	Ca	32870.13355427
1203	32870.49198000	174	43	19.27000000	-	e	X1Sigma+	7	0	0	0	Ca	32870.49198000
1204	32874.31738900	50	12	2.46000000	-	f	A1Pi	9	1	0	1	Ca	32874.31738900
1205	32877.17750045	50	12	2.46000000	+	e	A1Pi	9	1	0	1	Ca	32877.17750045
1206	32878.25973700	2	0	1.05000000	+	e	X1Sigma+	21	0	0	0	Ca	32878.25973700
1207	32880.35290000	62	15	3.20000000	+	f	A1Pi	8	1	0	1	Ca	32880.35290000
1208	32880.93933800	6	1	1.07000000	-	e	X1Sigma+	21	0	0	0	Ca	32880.93933800
1209	32882.01412800	34	8	1.72000000	+	e	X1Sigma+	20	0	0	0	Ca	32882.01412800
1210	32882.22246300	14	3	1.22000000	+	f	A1Pi	11	1	0	1	Ca	32882.22246300
1211	32882.33528955	14	3	1.22000000	-	e	A1Pi	11	1	0	1	Ca	32882.33528955
1212	32882.75860200	182	45	21.00000000	-	e	X1Sigma+	6	0	0	0	Ca	32882.75860200
1213	32883.12441900	50	12	2.51000000	+	e	X1Sigma+	19	0	0	0	Ca	32883.12441900
1214	32885.52570817	62	15	3.20000000	-	e	A1Pi	8	1	0	1	Ca	32885.52570817
1215	32885.88080873	126	31	9.92000000	-	e	A1Pi	0	1	0	1	Ca	32885.88080873
1216	32886.21515300	10	2	1.11000000	+	e	X1Sigma+	21	0	0	0	Ca	32886.21515300
1217	32887.74943137	106	26	7.32000000	+	e	A1Pi	3	1	0	1	Ca	32887.74943137
1218	32891.13484200	82	20	4.80000000	-	f	A1Pi	6	1	0	1	Ca	32891.13484200
1219	32891.17075600	166	41	17.62000000	-	e	X1Sigma+	8	0	0	0	Ca	32891.17075600
1220	32893.91715100	14	3	1.17000000	-	e	X1Sigma+	21	0	0	0	Ca	32893.91715100
1221	32897.97107100	18	4	1.30000000	-	f	A1Pi	11	1	0	1	Ca	32897.97107100
1222	32898.15911524	18	4	1.30000000	+	e	A1Pi	11	1	0	1	Ca	32898.15911524
1223	32899.99030400	38	9	1.90000000	+	f	A1Pi	10	1	0	1	Ca	32899.99030400
1224	32901.26721058	38	9	1.90000000	-	e	A1Pi	10	1	0	1	Ca	32901.26721058
1225	32901.74463181	82	20	4.80000000	+	e	A1Pi	6	1	0	1	Ca	32901.74463181
1226	32903.78100300	18	4	1.25000000	+	e	X1Sigma+	21	0	0	0	Ca	32903.78100300
1227	32912.52078200	38	9	1.90000000	-	e	X1Sigma+	20	0	0	0	Ca	32912.52078200
1228	32915.43277900	22	5	1.35000000	-	e	X1Sigma+	21	0	0	0	Ca	32915.43277900
1229	32916.91811300	22	5	1.40000000	+	f	A1Pi	11	1	0	1	Ca	32916.91811300
1230	32917.20017936	22	5	1.40000000	-	e	A1Pi	11	1	0	1	Ca	32917.20017936
1231	32927.79538300	78	19	4.65000000	-	e	X1Sigma+	17	0	0	0	Ca	32927.79538300
1232	32928.35672800	26	6	1.47000000	+	e	X1Sigma+	21	0	0	0	Ca	32928.35672800
1233	32930.69005100	2	0	1.10000000	+	e	X1Sigma+	22	0	0	0	Ca	32930.69005100
1234	32932.03837200	6	1	1.12000000	-	e	X1Sigma+	22	0	0	0	Ca	32932.03837200
1235	32932.24251700	190	47	22.81000000	-	e	X1Sigma+	5	0	0	0	Ca	32932.24251700
1236	32932.25562900	66	16	3.62000000	+	e	X1Sigma+	18	0	0	0	Ca	32932.25562900
1237	32934.64555100	10	2	1.16000000	+	e	X1Sigma+	22	0	0	0	Ca	32934.64555100
1238	32936.59536200	74	18	4.12000000	-	f	A1Pi	7	1	0	1	Ca	32936.59536200
1239	32938.09199800	114	28	8.32000000	-	f	A1Pi	2	1	0	1	Ca	32938.09199800
1240	32938.32164700	14	3	1.22000000	-	e	X1Sigma+	22	0	0	0	Ca	32938.32164700
1241	32938.52170000	26	6	1.52000000	-	f	A1Pi	11	1	0	1	Ca	32938.52170000
1242	32939.87883900	158	39	16.05000000	-	e	X1Sigma+	9	0	0	0	Ca	32939.87883900
1243	32940.54191300	54	13	2.77000000	-	e	X1Sigma+	19	0	0	0	Ca	32940.54191300
1244	32940.79943550	26	6	1.22210067	+	e	A1Pi	11	1	0	1	Ma	32938.91659291
1245	32941.81213300	30	7	1.61000000	-	e	X1Sigma+	21	0	0	0	Ca	32941.81213300
1246	32942.74215300	18	4	1.30000000	+	e	X1Sigma+	22	0	0	0	Ca	32942.74215300
1247	32943.00378700	42	10	2.10000000	+	e	X1Sigma+	20	0	0	0	Ca	32943.00378700
1248	32944.05897800	90	22	5.86000000	+	e	X1Sigma+	16	0	0	0	Ca	32944.05897800
1249	32944.74424664	74	18	4.12000000	+	e	A1Pi	7	1	0	1	Ca	32944.74424664
1250	32944.90243700	2	0	1.15000000	+	e	X1Sigma+	23	0	0	0	Ca	32944.90243700
1251	32944.99691100	42	10	2.10000000	-	f	A1Pi	10	1	0	1	Ca	32944.99691100
1252	32945.37343700	6	1	1.17000000	-	e	X1Sigma+	23	0	0	0	Ca	32945.37343700
1253	32945.86308400	54	13	2.72000000	+	f	A1Pi	9	1	0	1	Ca	32945.86308400
1254	32946.19551900	10	2	1.21000000	+	e	X1Sigma+	23	0	0	0	Ca	32946.19551900
1255	32946.55757460	42	10	2.10000000	+	e	A1Pi	10	1	0	1	Ca	32946.55757460
1256	32946.67857681	2	0	1.20000000	+	e	X1Sigma+	24	0	0	0	Ca	32946.67857681
1257	32947.30430200	22	5	1.40000000	-	e	X1Sigma+	22	0	0	0	Ca	32947.30430200
1258	32949.19988069	54	13	2.72000000	-	e	A1Pi	9	1	0	1	Ca	32949.19988069
1259	32954.41212900	34	8	1.77000000	+	e	X1Sigma+	21	0	0	0	Ca	32954.41212900
1260	32958.84079330	30	7	1.26650067	+	f	A1Pi	11	1	0	1	Ma	32962.06357300
1261	32960.96920960	6	1	1.10000000	-	e	A1Pi	12	1	0	1	Ma	32962.29534425
1262	32962.15718651	6	1	1.10000067	+	f	A1Pi	12	1	0	1	Ma	32962.28574400
1263	32962.93800083	30	7	1.28440067	-	e	A1Pi	11	1	0	1	Ma	32962.59009688
1264	32963.61646815	114	28	8.32000000	+	e	A1Pi	2	1	0	1	Ca	32963.61646815
1265	32966.73841920	10	2	1.11240067	-	f	A1Pi	12	1	0	1	Ma	32967.13026200
1266	32967.06738311	10	2	1.10000067	+	e	A1Pi	12	1	0	1	Ma	32967.15906276
1267	32971.29446700	46	11	2.32000000	-	e	X1Sigma+	20	0	0	0	Ca	32971.29446700
1268	32972.80801525	14	3	1.11240067	-	e	A1Pi	12	1	0	1	Ma	32974.18448352
1269	32973.57757971	14	3	1.15420067	+	f	A1Pi	12	1	0	1	Ma	32974.12688200
1270	32979.79090600	122	30	9.95000000	+	e	X1Sigma+	13	0	0	0	Ca	32979.79090600
1271	32981.59367800	66	16	3.52000000	-	f	A1Pi	8	1	0	1	Ca	32981.59367800
1272	32981.87761129	18	4	1.18040067	-	f	A1Pi	12	1	0	1	Ma	32982.93243900
1273	32981.93800083	34	8	1.28440067	-	f	A1Pi	11	1	0	1	Ma	32986.56873500
1274	32983.63850761	18	4	1.15420067	+	e	A1Pi	12	1	0	1	Ma	32983.02844153
1275	32987.45619392	66	16	3.52000000	+	e	A1Pi	8	1	0	1	Ca	32987.45619392
1276	32989.71258551	34	8	1.24760067	+	e	A1Pi	11	1	0	1	Ma	32987.24569427
1277	32990.10911200	46	11	2.32000000	+	f	A1Pi	10	1	0	1	Ca	32990.10911200
1278	32991.98190832	46	11	2.32000000	-	e	A1Pi	10	1	0	1	Ca	32991.98190832
1279	32992.53195207	22	5	1.18040067	-	e	A1Pi	12	1	0	1	Ma	32993.19179679
1280	32992.59943550	22	5	1.22210067	+	f	A1Pi	12	1	0	1	Ma	32993.04779300
1281	32995.05884400	58	14	3.05000000	+	e	X1Sigma+	19	0	0	0	Ca	32995.05884400
1282	32998.92308600	102	25	7.25000000	-	e	X1Sigma+	15	0	0	0	Ca	32998.92308600
1283	32999.96920960	6	1	1.10000000	-	e	A1Pi	13	1	0	1	Ma	32999.77456377
1284	33000.25718651	6	1	1.10000067	+	f	A1Pi	13	1	0	1	Ma	32999.77115500
1285	33002.53841920	10	2	1.11240067	-	f	A1Pi	13	1	0	1	Ma	33002.03497800
1286	33002.85718651	10	2	1.10000067	+	e	A1Pi	13	1	0	1	Ma	33002.04520431
1287	33003.69943550	26	6	1.22210067	+	e	A1Pi	12	1	0	1	Ma	33003.94625730
1288	33004.18629284	26	6	1.24820067	-	f	A1Pi	12	1	0	1	Ma	33003.74465200
1289	33005.37757971	14	3	1.15420067	+	f	A1Pi	13	1	0	1	Ma	33005.14288800
1290	33005.73841920	14	3	1.11240067	-	e	A1Pi	13	1	0	1	Ma	33005.16334063
1291	33008.47761129	18	4	1.18040067	-	f	A1Pi	13	1	0	1	Ma	33008.68380000
1292	33008.71788771	18	4	1.50000000	+	e	A1Pi	13	1	0	1	Ca	33008.71788771
1293	33009.26033724	6	1	1.42000000	-	e	A1Pi	14	1	0	1	Ca	33009.26033724
1294	33009.45718651	6	1	1.10000067	+	f	A1Pi	14	1	0	1	Ma	33009.25969400
1295	33009.71258551	38	9	1.24760067	+	f	A1Pi	11	1	0	1	Ma	33010.58763800
1296	33009.88993971	10	2	1.46000000	+	e	A1Pi	14	1	0	1	Ca	33009.88993971
1297	33010.13841920	10	2	1.11240067	-	f	A1Pi	14	1	0	1	Ma	33009.88801000
1298	33010.89663000	150	37	14.56000000	-	e	X1Sigma+	10	0	0	0	Ca	33010.89663000
1299	33011.43383709	38	9	2.00000000	-	e	A1Pi	11	1	0	1	Ca	33011.43383709
1300	33013.74091900	30	7	1.76000000	+	f	A1Pi	12	1	0	1	Ca	33013.74091900
1301	33014.00972607	30	7	1.76000000	-	e	A1Pi	12	1	0	1	Ca	33014.00972607
1302	33016.07433400	58	14	3.00000000	-	f	A1Pi	9	1	0	1	Ca	33016.07433400
1303	33019.92448403	58	14	3.00000000	+	e	A1Pi	9	1	0	1	Ca	33019.92448403
1304	33021.37347700	70	17	3.96000000	-	e	X1Sigma+	18	0	0	0	Ca	33021.37347700
1305	33022.70802000	198	49	24.70000000	-	e	X1Sigma+	4	0	0	0	Ca	33022.70802000
1306	33031.22548200	42	10	2.20000000	-	f	A1Pi	11	1	0	1	Ca	33031.22548200
1307	33032.25972533	42	10	2.20000000	+	e	A1Pi	11	1	0	1	Ca	33032.25972533
1308	33032.98984000	50	12	2.56000000	-	f	A1Pi	10	1	0	1	Ca	33032.98984000
1309	33034.17856000	226	56	31.92000000	+	e	X1Sigma+	0	0	0	0	Ca	33034.17856000
1310	33035.20314474	50	12	2.56000000	+	e	A1Pi	10	1	0	1	Ca	33035.20314474
1311	33056.47316800	82	20	5.05000000	+	e	X1Sigma+	17	0	0	0	Ca	33056.47316800
1312	33059.37847400	86	21	5.22000000	+	f	A1Pi	6	1	0	1	Ca	33059.37847400
1313	33062.25367100	94	23	6.02000000	+	f	A1Pi	5	1	0	1	Ca	33062.25367100
1314	33068.71546000	78	19	4.50000000	+	f	A1Pi	7	1	0	1	Ca	33068.71546000
1315	33069.26391800	54	13	2.82000000	+	f	A1Pi	10	1	0	1	Ca	33069.26391800
1316	33069.82685200	122	30	9.40000000	-	f	A1Pi	1	1	0	1	Ca	33069.82685200
1317	33071.04924279	86	21	5.22000000	-	e	A1Pi	6	1	0	1	Ca	33071.04924279
1318	33071.84610686	54	13	2.82000000	-	e	A1Pi	10	1	0	1	Ca	33071.84610686
1319	33076.65840400	94	23	6.02000000	-	e	A1Pi	5	1	0	1	Ca	33076.65840400
1320	33077.76977627	78	19	4.50000000	-	e	A1Pi	7	1	0	1	Ca	33077.76977627
1321	33079.26373200	70	17	3.86000000	+	f	A1Pi	8	1	0	1	Ca	33079.26373200
1322	33081.37219500	62	15	3.30000000	+	f	A1Pi	9	1	0	1	Ca	33081.37219500
1323	33085.77236646	62	15	3.30000000	-	e	A1Pi	9	1	0	1	Ca	33085.77236646
1324	33085.85906241	70	17	3.86000000	-	e	A1Pi	8	1	0	1	Ca	33085.85906241
1325	33088.99606100	102	25	6.90000000	+	f	A1Pi	4	1	0	1	Ca	33088.99606100
1326	33097.50860100	142	35	13.15000000	-	e	X1Sigma+	11	0	0	0	Ca	33097.50860100
1327	33102.12251322	122	30	9.40000000	+	e	A1Pi	1	1	0	1	Ca	33102.12251322
1328	33102.32592500	74	18	4.32000000	+	e	X1Sigma+	18	0	0	0	Ca	33102.32592500
1329	33106.44940172	102	25	6.90000000	-	e	A1Pi	4	1	0	1	Ca	33106.44940172
1330	33108.10436400	114	28	8.82000000	+	e	X1Sigma+	14	0	0	0	Ca	33108.10436400
1331	33114.69943300	94	23	6.32000000	-	e	X1Sigma+	16	0	0	0	Ca	33114.69943300
1332	33151.69150400	110	27	7.86000000	+	f	A1Pi	3	1	0	1	Ca	33151.69150400
1333	33157.53748900	206	51	26.67000000	-	e	X1Sigma+	3	0	0	0	Ca	33157.53748900
1334	33167.60165300	74	18	4.22000000	-	f	A1Pi	8	1	0	1	Ca	33167.60165300
1335	33173.19218856	110	27	7.86000000	-	e	A1Pi	3	1	0	1	Ca	33173.19218856
1336	33174.97290464	74	18	4.22000000	+	e	A1Pi	8	1	0	1	Ca	33174.97290464
1337	33177.00826900	86	21	5.47000000	-	e	X1Sigma+	17	0	0	0	Ca	33177.00826900
1338	33191.76780200	134	33	11.82000000	-	e	X1Sigma+	12	0	0	0	Ca	33191.76780200
1339	33193.70412800	82	20	4.90000000	-	f	A1Pi	7	1	0	1	Ca	33193.70412800
1340	33203.71153019	82	20	4.90000000	+	e	A1Pi	7	1	0	1	Ca	33203.71153019
1341	33212.19202500	106	26	7.77000000	+	e	X1Sigma+	15	0	0	0	Ca	33212.19202500
1342	33221.35170000	90	22	5.66000000	-	f	A1Pi	6	1	0	1	Ca	33221.35170000
1343	33234.13397058	90	22	5.66000000	+	e	A1Pi	6	1	0	1	Ca	33234.13397058
1344	33261.82063500	98	24	6.50000000	-	f	A1Pi	5	1	0	1	Ca	33261.82063500
1345	33263.25965500	118	29	8.90000000	+	f	A1Pi	2	1	0	1	Ca	33263.25965500
1346	33276.61384700	98	24	6.80000000	+	e	X1Sigma+	16	0	0	0	Ca	33276.61384700
1347	33277.47795347	98	24	6.50000000	+	e	A1Pi	5	1	0	1	Ca	33277.47795347
1348	33280.71180700	130	32	10.56000000	-	f	A1Pi	0	1	0	1	Ca	33280.71180700
1349	33284.20628500	126	31	10.57000000	-	e	X1Sigma+	13	0	0	0	Ca	33284.20628500
1350	33290.60730159	118	29	8.90000000	-	e	A1Pi	2	1	0	1	Ca	33290.60730159
1351	33302.51819600	86	21	5.32000000	+	f	A1Pi	7	1	0	1	Ca	33302.51819600
1352	33313.52633841	86	21	5.32000000	-	e	A1Pi	7	1	0	1	Ca	33313.52633841
1353	33320.61444119	130	32	10.56000000	+	e	A1Pi	0	1	0	1	Ca	33320.61444119
1354	33326.68490300	106	26	7.42000000	-	f	A1Pi	4	1	0	1	Ca	33326.68490300
1355	33339.86109400	214	53	28.72000000	-	e	X1Sigma+	2	0	0	0	Ca	33339.86109400
1356	33345.53451098	106	26	7.42000000	+	e	A1Pi	4	1	0	1	Ca	33345.53451098
1357	33363.46350700	118	29	9.40000000	-	e	X1Sigma+	14	0	0	0	Ca	33363.46350700
1358	33369.58598700	94	23	6.12000000	+	f	A1Pi	6	1	0	1	Ca	33369.58598700
1359	33383.53028218	94	23	6.12000000	-	e	A1Pi	6	1	0	1	Ca	33383.53028218
1360	33413.42338000	170	42	18.46000000	+	e	X1Sigma+	8	0	0	0	Ca	33413.42338000
1361	33415.60618100	110	27	8.31000000	-	e	X1Sigma+	15	0	0	0	Ca	33415.60618100
1362	33420.03112300	162	40	16.85000000	+	e	X1Sigma+	9	0	0	0	Ca	33420.03112300
1363	33421.18157000	102	25	7.30000000	-	e	X1Sigma+	16	0	0	0	Ca	33421.18157000
1364	33427.99447800	114	28	8.42000000	-	f	A1Pi	3	1	0	1	Ca	33427.99447800
1365	33433.57460800	178	44	20.15000000	+	e	X1Sigma+	7	0	0	0	Ca	33433.57460800
1366	33438.72381100	126	31	10.02000000	+	f	A1Pi	1	1	0	1	Ca	33438.72381100
1367	33447.58147100	154	38	15.32000000	+	e	X1Sigma+	10	0	0	0	Ca	33447.58147100
1368	33449.24674400	102	25	7.00000000	+	f	A1Pi	5	1	0	1	Ca	33449.24674400
1369	33451.08780586	114	28	8.42000000	+	e	A1Pi	3	1	0	1	Ca	33451.08780586
1370	33466.20883901	102	25	7.00000000	-	e	A1Pi	5	1	0	1	Ca	33466.20883901
1371	33473.17251630	126	31	10.02000000	-	e	A1Pi	1	1	0	1	Ca	33473.17251630
1372	33485.46548800	186	46	21.92000000	+	e	X1Sigma+	6	0	0	0	Ca	33485.46548800
1373	33489.20956400	146	36	13.87000000	+	e	X1Sigma+	11	0	0	0	Ca	33489.20956400
1374	33536.72580600	138	34	12.50000000	+	e	X1Sigma+	12	0	0	0	Ca	33536.72580600
1375	33552.44338000	110	27	7.96000000	+	f	A1Pi	4	1	0	1	Ca	33552.44338000
1376	33572.71149600	222	55	30.85000000	-	e	X1Sigma+	1	0	0	0	Ca	33572.71149600
1377	33572.74295782	110	27	7.96000000	-	e	A1Pi	4	1	0	1	Ca	33572.74295782
1378	33573.41258900	194	48	23.77000000	+	e	X1Sigma+	5	0	0	0	Ca	33573.41258900
1379	33578.75517600	122	30	9.50000000	-	f	A1Pi	2	1	0	1	Ca	33578.75517600
1380	33580.22413300	130	32	11.21000000	+	e	X1Sigma+	13	0	0	0	Ca	33580.22413300
1381	33600.23972100	114	28	8.87000000	+	e	X1Sigma+	15	0	0	0	Ca	33600.23972100
1382	33607.32571400	122	30	10.00000000	+	e	X1Sigma+	14	0	0	0	Ca	33607.32571400
1383	33607.98886718	122	30	9.50000000	+	e	A1Pi	2	1	0	1	Ca	33607.98886718
1384	33612.07311800	106	26	7.52000000	-	f	A1Pi	5	1	0	1	Ca	33612.07311800
1385	33630.39218061	106	26	7.52000000	+	e	A1Pi	5	1	0	1	Ca	33630.39218061
1386	33691.47952100	118	29	9.00000000	+	f	A1Pi	3	1	0	1	Ca	33691.47952100
1387	33698.55187700	134	33	11.22000000	+	f	A1Pi	0	1	0	1	Ca	33698.55187700
1388	33701.21406600	202	50	25.70000000	+	e	X1Sigma+	4	0	0	0	Ca	33701.21406600
1389	33716.22237227	118	29	9.00000000	-	e	A1Pi	3	1	0	1	Ca	33716.22237227
1390	33740.94842583	134	33	11.22000000	-	e	A1Pi	0	1	0	1	Ca	33740.94842583
1391	33753.63124900	114	28	8.52000000	-	f	A1Pi	4	1	0	1	Ca	33753.63124900
1392	33775.43449925	114	28	8.52000000	+	e	A1Pi	4	1	0	1	Ca	33775.43449925
1393	33794.29392600	130	32	10.66000000	-	f	A1Pi	1	1	0	1	Ca	33794.29392600
1394	33830.05363800	126	31	10.62000000	-	e	X1Sigma+	14	0	0	0	Ca	33830.05363800
1395	33830.96512841	130	32	10.66000000	+	e	A1Pi	1	1	0	1	Ca	33830.96512841
1396	33859.23366400	230	57	33.06000000	-	e	X1Sigma+	0	0	0	0	Ca	33859.23366400
1397	33862.52226200	134	33	11.87000000	-	e	X1Sigma+	13	0	0	0	Ca	33862.52226200
1398	33871.24753100	142	35	13.20000000	-	e	X1Sigma+	12	0	0	0	Ca	33871.24753100
1399	33872.28395600	210	52	27.71000000	+	e	X1Sigma+	3	0	0	0	Ca	33872.28395600
1400	33872.38789200	150	37	14.61000000	-	e	X1Sigma+	11	0	0	0	Ca	33872.38789200
1401	33876.97382700	158	39	16.10000000	-	e	X1Sigma+	10	0	0	0	Ca	33876.97382700
1402	33879.28909500	126	31	10.12000000	+	f	A1Pi	2	1	0	1	Ca	33879.28909500
1403	33893.68894700	166	41	17.67000000	-	e	X1Sigma+	9	0	0	0	Ca	33893.68894700
1404	33910.47169892	126	31	10.12000000	-	e	A1Pi	2	1	0	1	Ca	33910.47169892
1405	33929.67253000	174	43	19.32000000	-	e	X1Sigma+	8	0	0	0	Ca	33929.67253000
