i	Energy (cm-1)	gi	J	Uncertainty (cm-1)	Total_Parity	e/f	State	v	Λ	Σ	Ω	Label	Calc
1	0.000000	2	0	0.000000	+	e	X1Sigma+	0	0	0	0	Ca	0.000000
2	27.692152	6	1	0.020000	-	e	X1Sigma+	0	0	0	0	Ca	27.692152
3	83.043729	10	2	0.060000	+	e	X1Sigma+	0	0	0	0	Ca	83.043729
4	165.989355	14	3	0.120000	-	e	X1Sigma+	0	0	0	0	Ca	165.989355
5	276.431168	18	4	0.200000	+	e	X1Sigma+	0	0	0	0	Ca	276.431168
6	414.239057	22	5	0.300000	-	e	X1Sigma+	0	0	0	0	Ca	414.239057
7	579.250980	26	6	0.420000	+	e	X1Sigma+	0	0	0	0	Ca	579.250980
8	771.273354	30	7	0.560000	-	e	X1Sigma+	0	0	0	0	Ca	771.273354
9	990.081518	34	8	0.720000	+	e	X1Sigma+	0	0	0	0	Ca	990.081518
10	1235.420270	38	9	0.900000	-	e	X1Sigma+	0	0	0	0	Ca	1235.420270
11	1507.004464	42	10	1.100000	+	e	X1Sigma+	0	0	0	0	Ca	1507.004464
12	1804.519673	46	11	1.320000	-	e	X1Sigma+	0	0	0	0	Ca	1804.519673
13	2127.622907	50	12	1.560000	+	e	X1Sigma+	0	0	0	0	Ca	2127.622907
14	2475.943391	54	13	1.820000	-	e	X1Sigma+	0	0	0	0	Ca	2475.943391
15	2731.811032	2	0	0.050000	+	e	X1Sigma+	1	0	0	0	Ca	2731.811032
16	2758.532592	6	1	0.070000	-	e	X1Sigma+	1	0	0	0	Ca	2758.532592
17	2811.943571	10	2	0.110000	+	e	X1Sigma+	1	0	0	0	Ca	2811.943571
18	2849.083383	58	14	2.100000	+	e	X1Sigma+	0	0	0	0	Ca	2849.083383
19	2891.979764	14	3	0.170000	-	e	X1Sigma+	1	0	0	0	Ca	2891.979764
20	2998.545057	18	4	0.250000	+	e	X1Sigma+	1	0	0	0	Ca	2998.545057
21	3131.511656	22	5	0.350000	-	e	X1Sigma+	1	0	0	0	Ca	3131.511656
22	3246.619042	62	15	2.400000	-	e	X1Sigma+	0	0	0	0	Ca	3246.619042
23	3290.720391	26	6	0.470000	+	e	X1Sigma+	1	0	0	0	Ca	3290.720391
24	3475.981091	30	7	0.610000	-	e	X1Sigma+	1	0	0	0	Ca	3475.981091
25	3668.101333	66	16	2.720000	+	e	X1Sigma+	0	0	0	0	Ca	3668.101333
26	3687.073033	34	8	0.770000	+	e	X1Sigma+	1	0	0	0	Ca	3687.073033
27	3923.745451	38	9	0.950000	-	e	X1Sigma+	1	0	0	0	Ca	3923.745451
28	4113.056961	70	17	3.060000	-	e	X1Sigma+	0	0	0	0	Ca	4113.056961
29	4185.718115	42	10	1.150000	+	e	X1Sigma+	1	0	0	0	Ca	4185.718115
30	4472.681966	46	11	1.370000	-	e	X1Sigma+	1	0	0	0	Ca	4472.681966
31	4580.989338	74	18	3.420000	+	e	X1Sigma+	0	0	0	0	Ca	4580.989338
32	4784.299805	50	12	1.610000	+	e	X1Sigma+	1	0	0	0	Ca	4784.299805
33	5071.379567	78	19	3.800000	-	e	X1Sigma+	0	0	0	0	Ca	5071.379567
34	5120.207041	54	13	1.870000	-	e	X1Sigma+	1	0	0	0	Ca	5120.207041
35	5347.700892	2	0	0.100000	+	e	X1Sigma+	2	0	0	0	Ca	5347.700892
36	5373.461599	6	1	0.120000	-	e	X1Sigma+	2	0	0	0	Ca	5373.461599
37	5424.951418	10	2	0.160000	+	e	X1Sigma+	2	0	0	0	Ca	5424.951418
38	5480.012476	58	14	2.150000	+	e	X1Sigma+	1	0	0	0	Ca	5480.012476
39	5502.107230	14	3	0.220000	-	e	X1Sigma+	2	0	0	0	Ca	5502.107230
40	5583.687442	82	20	4.200000	+	e	X1Sigma+	0	0	0	0	Ca	5583.687442
41	5604.834543	18	4	0.300000	+	e	X1Sigma+	2	0	0	0	Ca	5604.834543
42	5733.007710	22	5	0.400000	-	e	X1Sigma+	2	0	0	0	Ca	5733.007710
43	5863.299134	62	15	2.450000	-	e	X1Sigma+	1	0	0	0	Ca	5863.299134
44	5886.470222	26	6	0.520000	+	e	X1Sigma+	2	0	0	0	Ca	5886.470222
45	6065.035068	30	7	0.660000	-	e	X1Sigma+	2	0	0	0	Ca	6065.035068
46	6117.352460	86	21	4.620000	-	e	X1Sigma+	0	0	0	0	Ca	6117.352460
47	6268.485163	34	8	0.820000	+	e	X1Sigma+	2	0	0	0	Ca	6268.485163
48	6269.625135	66	16	2.770000	+	e	X1Sigma+	1	0	0	0	Ca	6269.625135
49	6496.573838	38	9	1.000000	-	e	X1Sigma+	2	0	0	0	Ca	6496.573838
50	6671.794837	90	22	5.060000	+	e	X1Sigma+	0	0	0	0	Ca	6671.794837
51	6698.524585	70	17	3.110000	-	e	X1Sigma+	1	0	0	0	Ca	6698.524585
52	6749.025400	42	10	1.200000	+	e	X1Sigma+	2	0	0	0	Ca	6749.025400
53	7025.535736	46	11	1.420000	-	e	X1Sigma+	2	0	0	0	Ca	7025.535736
54	7149.508503	74	18	3.470000	+	e	X1Sigma+	1	0	0	0	Ca	7149.508503
55	7246.416515	94	23	5.520000	-	e	X1Sigma+	0	0	0	0	Ca	7246.416515
56	7325.772982	50	12	1.660000	+	e	X1Sigma+	2	0	0	0	Ca	7325.772982
57	7622.065765	78	19	3.850000	-	e	X1Sigma+	1	0	0	0	Ca	7622.065765
58	7649.378239	54	13	1.920000	-	e	X1Sigma+	2	0	0	0	Ca	7649.378239
59	7840.602173	98	24	6.000000	+	e	X1Sigma+	0	0	0	0	Ca	7840.602173
60	7849.018626	2	0	0.150000	+	e	X1Sigma+	3	0	0	0	Ca	7849.018626
61	7873.826446	6	1	0.170000	-	e	X1Sigma+	3	0	0	0	Ca	7873.826446
62	7923.411022	10	2	0.210000	+	e	X1Sigma+	3	0	0	0	Ca	7923.411022
63	7995.966332	58	14	2.200000	+	e	X1Sigma+	2	0	0	0	Ca	7995.966332
64	7997.710301	14	3	0.270000	-	e	X1Sigma+	3	0	0	0	Ca	7997.710301
65	8096.631378	18	4	0.350000	+	e	X1Sigma+	3	0	0	0	Ca	8096.631378
66	8115.664058	82	20	4.250000	+	e	X1Sigma+	1	0	0	0	Ca	8115.664058
67	8220.050709	22	5	0.450000	-	e	X1Sigma+	3	0	0	0	Ca	8220.050709
68	8365.126610	62	15	2.500000	-	e	X1Sigma+	2	0	0	0	Ca	8365.126610
69	8367.814388	26	6	0.570000	+	e	X1Sigma+	3	0	0	0	Ca	8367.814388
70	8453.720217	102	25	6.500000	-	e	X1Sigma+	0	0	0	0	Ca	8453.720217
71	8539.738500	30	7	0.710000	-	e	X1Sigma+	3	0	0	0	Ca	8539.738500
72	8629.750850	86	21	4.670000	-	e	X1Sigma+	1	0	0	0	Ca	8629.750850
73	8735.609523	34	8	0.870000	+	e	X1Sigma+	3	0	0	0	Ca	8735.609523
74	8756.423787	66	16	2.820000	+	e	X1Sigma+	2	0	0	0	Ca	8756.423787
75	8955.184806	38	9	1.050000	-	e	X1Sigma+	3	0	0	0	Ca	8955.184806
76	9085.123750	106	26	7.020000	+	e	X1Sigma+	0	0	0	0	Ca	9085.123750
77	9163.754358	90	22	5.110000	+	e	X1Sigma+	1	0	0	0	Ca	9163.754358
78	9169.398806	70	17	3.160000	-	e	X1Sigma+	2	0	0	0	Ca	9169.398806
79	9198.193104	42	10	1.250000	+	e	X1Sigma+	3	0	0	0	Ca	9198.193104
80	9464.335160	46	11	1.470000	-	e	X1Sigma+	3	0	0	0	Ca	9464.335160
81	9603.569733	74	18	3.520000	+	e	X1Sigma+	2	0	0	0	Ca	9603.569733
82	9717.084516	94	23	5.570000	-	e	X1Sigma+	1	0	0	0	Ca	9717.084516
83	9734.151525	110	27	7.560000	-	e	X1Sigma+	0	0	0	0	Ca	9734.151525
84	9753.284354	50	12	1.710000	+	e	X1Sigma+	3	0	0	0	Ca	9753.284354
85	10058.432672	78	19	3.900000	-	e	X1Sigma+	2	0	0	0	Ca	10058.432672
86	10064.687389	54	13	1.970000	-	e	X1Sigma+	3	0	0	0	Ca	10064.687389
87	10237.289283	2	0	0.200000	+	e	X1Sigma+	4	0	0	0	Ca	10237.289283
88	10261.152395	6	1	0.220000	-	e	X1Sigma+	4	0	0	0	Ca	10261.152395
89	10289.133936	98	24	6.050000	+	e	X1Sigma+	1	0	0	0	Ca	10289.133936
90	10308.848097	10	2	0.260000	+	e	X1Sigma+	4	0	0	0	Ca	10308.848097
91	10380.315416	14	3	0.320000	-	e	X1Sigma+	4	0	0	0	Ca	10380.315416
92	10398.165031	58	14	2.250000	+	e	X1Sigma+	3	0	0	0	Ca	10398.165031
93	10400.128862	114	28	8.120000	+	e	X1Sigma+	0	0	0	0	Ca	10400.128862
94	10475.463057	18	4	0.400000	+	e	X1Sigma+	4	0	0	0	Ca	10475.463057
95	10533.462690	82	20	4.300000	+	e	X1Sigma+	2	0	0	0	Ca	10533.462690
96	10594.169612	22	5	0.500000	-	e	X1Sigma+	4	0	0	0	Ca	10594.169612
97	10736.283824	26	6	0.620000	+	e	X1Sigma+	4	0	0	0	Ca	10736.283824
98	10753.312879	62	15	2.550000	-	e	X1Sigma+	3	0	0	0	Ca	10753.312879
99	10879.278851	102	25	6.550000	-	e	X1Sigma+	1	0	0	0	Ca	10879.278851
100	10901.624920	30	7	0.760000	-	e	X1Sigma+	4	0	0	0	Ca	10901.624920
101	11028.114759	86	21	4.720000	-	e	X1Sigma+	2	0	0	0	Ca	11028.114759
102	11082.368535	118	29	8.700000	-	e	X1Sigma+	0	0	0	0	Ca	11082.368535
103	11089.983004	34	8	0.920000	+	e	X1Sigma+	4	0	0	0	Ca	11089.983004
104	11129.702184	66	16	2.870000	+	e	X1Sigma+	3	0	0	0	Ca	11129.702184
105	11301.119514	38	9	1.100000	-	e	X1Sigma+	4	0	0	0	Ca	11301.119514
106	11486.880053	106	26	7.070000	+	e	X1Sigma+	1	0	0	0	Ca	11486.880053
107	11526.880687	70	17	3.210000	-	e	X1Sigma+	3	0	0	0	Ca	11526.880687
108	11534.767734	42	10	1.300000	+	e	X1Sigma+	4	0	0	0	Ca	11534.767734
109	11541.824695	90	22	5.160000	+	e	X1Sigma+	2	0	0	0	Ca	11541.824695
110	11780.171615	122	30	9.300000	+	e	X1Sigma+	0	0	0	0	Ca	11780.171615
111	11790.633359	46	11	1.520000	-	e	X1Sigma+	4	0	0	0	Ca	11790.633359
112	11944.373490	74	18	3.570000	+	e	X1Sigma+	3	0	0	0	Ca	11944.373490
113	12068.395116	50	12	1.760000	+	e	X1Sigma+	4	0	0	0	Ca	12068.395116
114	12074.010099	94	23	5.620000	-	e	X1Sigma+	2	0	0	0	Ca	12074.010099
115	12111.283794	110	27	7.610000	-	e	X1Sigma+	1	0	0	0	Ca	12111.283794
116	12367.705433	54	13	2.020000	-	e	X1Sigma+	4	0	0	0	Ca	12367.705433
117	12381.683946	78	19	3.950000	-	e	X1Sigma+	3	0	0	0	Ca	12381.683946
118	12492.828275	126	31	9.920000	-	e	X1Sigma+	0	0	0	0	Ca	12492.828275
119	12514.316969	2	0	0.250000	+	e	X1Sigma+	5	0	0	0	Ca	12514.316969
120	12537.244638	6	1	0.270000	-	e	X1Sigma+	5	0	0	0	Ca	12537.244638
121	12583.070009	10	2	0.310000	+	e	X1Sigma+	5	0	0	0	Ca	12583.070009
122	12624.071293	98	24	6.100000	+	e	X1Sigma+	2	0	0	0	Ca	12624.071293
123	12651.733213	14	3	0.370000	-	e	X1Sigma+	5	0	0	0	Ca	12651.733213
124	12688.191143	58	14	2.300000	+	e	X1Sigma+	4	0	0	0	Ca	12688.191143
125	12743.144608	18	4	0.450000	+	e	X1Sigma+	5	0	0	0	Ca	12743.144608
126	12751.822670	114	28	8.170000	+	e	X1Sigma+	1	0	0	0	Ca	12751.822670
127	12838.294563	82	20	4.350000	+	e	X1Sigma+	3	0	0	0	Ca	12838.294563
128	12857.184970	22	5	0.550000	-	e	X1Sigma+	5	0	0	0	Ca	12857.184970
129	12993.705753	26	6	0.670000	+	e	X1Sigma+	5	0	0	0	Ca	12993.705753
130	13029.454244	62	15	2.600000	-	e	X1Sigma+	4	0	0	0	Ca	13029.454244
131	13152.529402	30	7	0.810000	-	e	X1Sigma+	5	0	0	0	Ca	13152.529402
132	13191.392246	102	25	6.600000	-	e	X1Sigma+	2	0	0	0	Ca	13191.392246
133	13219.618543	130	32	10.560000	+	e	X1Sigma+	0	0	0	0	Ca	13219.618543
134	13313.667922	86	21	4.770000	-	e	X1Sigma+	3	0	0	0	Ca	13313.667922
135	13333.449729	34	8	0.970000	+	e	X1Sigma+	5	0	0	0	Ca	13333.449729
136	13391.072678	66	16	2.920000	+	e	X1Sigma+	4	0	0	0	Ca	13391.072678
137	13407.816473	118	29	8.750000	-	e	X1Sigma+	1	0	0	0	Ca	13407.816473
138	13536.232352	38	9	1.150000	-	e	X1Sigma+	5	0	0	0	Ca	13536.232352
139	13760.615183	42	10	1.350000	+	e	X1Sigma+	5	0	0	0	Ca	13760.615183
140	13772.601155	70	17	3.260000	-	e	X1Sigma+	4	0	0	0	Ca	13772.601155
141	13775.341476	106	26	7.120000	+	e	X1Sigma+	2	0	0	0	Ca	13775.341476
142	13807.247594	90	22	5.210000	+	e	X1Sigma+	3	0	0	0	Ca	13807.247594
143	13959.813005	134	33	11.220000	-	e	X1Sigma+	0	0	0	0	Ca	13959.813005
144	14006.308970	46	11	1.570000	-	e	X1Sigma+	5	0	0	0	Ca	14006.308970
145	14078.573000	122	30	9.350000	+	e	X1Sigma+	1	0	0	0	Ca	14078.573000
146	14173.571989	74	18	3.620000	+	e	X1Sigma+	4	0	0	0	Ca	14173.571989
147	14272.997890	50	12	1.810000	+	e	X1Sigma+	5	0	0	0	Ca	14272.997890
148	14318.459063	94	23	5.670000	-	e	X1Sigma+	3	0	0	0	Ca	14318.459063
149	14375.272942	110	27	7.660000	-	e	X1Sigma+	2	0	0	0	Ca	14375.272942
150	14560.340188	54	13	2.070000	-	e	X1Sigma+	5	0	0	0	Ca	14560.340188
151	14593.495968	78	19	4.000000	-	e	X1Sigma+	4	0	0	0	Ca	14593.495968
152	14682.119252	2	0	0.300000	+	e	X1Sigma+	6	0	0	0	Ca	14682.119252
153	14704.121610	6	1	0.320000	-	e	X1Sigma+	6	0	0	0	Ca	14704.121610
154	14712.673445	138	34	11.900000	+	e	X1Sigma+	0	0	0	0	Ca	14712.673445
155	14748.096915	10	2	0.360000	+	e	X1Sigma+	6	0	0	0	Ca	14748.096915
156	14763.388836	126	31	9.970000	-	e	X1Sigma+	1	0	0	0	Ca	14763.388836
157	14813.986405	14	3	0.420000	-	e	X1Sigma+	6	0	0	0	Ca	14813.986405
158	14846.710637	98	24	6.150000	+	e	X1Sigma+	3	0	0	0	Ca	14846.710637
159	14867.968862	58	14	2.350000	+	e	X1Sigma+	5	0	0	0	Ca	14867.968862
160	14901.702091	18	4	0.500000	+	e	X1Sigma+	6	0	0	0	Ca	14901.702091
161	14990.526906	114	28	8.220000	+	e	X1Sigma+	2	0	0	0	Ca	14990.526906
162	15011.126936	22	5	0.600000	-	e	X1Sigma+	6	0	0	0	Ca	15011.126936
163	15031.863227	82	20	4.400000	+	e	X1Sigma+	4	0	0	0	Ca	15031.863227
164	15142.115098	26	6	0.720000	+	e	X1Sigma+	6	0	0	0	Ca	15142.115098
165	15195.492375	62	15	2.650000	-	e	X1Sigma+	5	0	0	0	Ca	15195.492375
166	15294.492228	30	7	0.860000	-	e	X1Sigma+	6	0	0	0	Ca	15294.492228
167	15391.394355	102	25	6.650000	-	e	X1Sigma+	3	0	0	0	Ca	15391.394355
168	15461.550083	130	32	10.610000	+	e	X1Sigma+	1	0	0	0	Ca	15461.550083
169	15468.055829	34	8	1.020000	+	e	X1Sigma+	6	0	0	0	Ca	15468.055829
170	15477.453437	142	35	12.600000	-	e	X1Sigma+	0	0	0	0	Ca	15477.453437
171	15488.144137	86	21	4.820000	-	e	X1Sigma+	4	0	0	0	Ca	15488.144137
172	15542.495417	66	16	2.970000	+	e	X1Sigma+	5	0	0	0	Ca	15542.495417
173	15620.430762	118	29	8.800000	-	e	X1Sigma+	2	0	0	0	Ca	15620.430762
174	15662.575659	38	9	1.200000	-	e	X1Sigma+	6	0	0	0	Ca	15662.575659
175	15877.794200	42	10	1.400000	+	e	X1Sigma+	6	0	0	0	Ca	15877.794200
176	15908.539678	70	17	3.310000	-	e	X1Sigma+	5	0	0	0	Ca	15908.539678
177	15951.886864	106	26	7.170000	+	e	X1Sigma+	3	0	0	0	Ca	15951.886864
178	15961.790196	90	22	5.260000	+	e	X1Sigma+	4	0	0	0	Ca	15961.790196
179	16113.427168	46	11	1.620000	-	e	X1Sigma+	6	0	0	0	Ca	16113.427168
180	16172.333048	134	33	11.270000	-	e	X1Sigma+	1	0	0	0	Ca	16172.333048
181	16253.398858	146	36	13.320000	+	e	X1Sigma+	0	0	0	0	Ca	16253.398858
182	16264.299837	122	30	9.400000	+	e	X1Sigma+	2	0	0	0	Ca	16264.299837
183	16293.164661	74	18	3.670000	+	e	X1Sigma+	5	0	0	0	Ca	16293.164661
184	16369.164067	50	12	1.860000	+	e	X1Sigma+	6	0	0	0	Ca	16369.164067
185	16452.234912	94	23	5.720000	-	e	X1Sigma+	4	0	0	0	Ca	16452.234912
186	16527.550288	110	27	7.710000	-	e	X1Sigma+	3	0	0	0	Ca	16527.550288
187	16644.668795	54	13	2.120000	-	e	X1Sigma+	6	0	0	0	Ca	16644.668795
188	16695.888497	78	19	4.050000	-	e	X1Sigma+	5	0	0	0	Ca	16695.888497
189	16742.723802	2	0	0.350000	+	e	X1Sigma+	7	0	0	0	Ca	16742.723802
190	16763.810634	6	1	0.370000	-	e	X1Sigma+	7	0	0	0	Ca	16763.810634
191	16805.955415	10	2	0.410000	+	e	X1Sigma+	7	0	0	0	Ca	16805.955415
192	16869.100433	14	3	0.470000	-	e	X1Sigma+	7	0	0	0	Ca	16869.100433
193	16895.004879	138	34	11.950000	+	e	X1Sigma+	1	0	0	0	Ca	16895.004879
194	16921.438150	126	31	10.020000	-	e	X1Sigma+	2	0	0	0	Ca	16921.438150
195	16939.580283	58	14	2.400000	+	e	X1Sigma+	6	0	0	0	Ca	16939.580283
196	16953.159261	18	4	0.550000	+	e	X1Sigma+	7	0	0	0	Ca	16953.159261
197	16958.894685	98	24	6.200000	+	e	X1Sigma+	4	0	0	0	Ca	16958.894685
198	17039.748346	150	37	14.060000	-	e	X1Sigma+	0	0	0	0	Ca	17039.748346
199	17058.016926	22	5	0.650000	-	e	X1Sigma+	7	0	0	0	Ca	17058.016926
200	17116.208782	82	20	4.450000	+	e	X1Sigma+	5	0	0	0	Ca	17116.208782
201	17117.733058	114	28	8.270000	+	e	X1Sigma+	3	0	0	0	Ca	17117.733058
202	17183.530131	26	6	0.770000	+	e	X1Sigma+	7	0	0	0	Ca	17183.530131
203	17253.513164	62	15	2.700000	-	e	X1Sigma+	6	0	0	0	Ca	17253.513164
204	17329.527529	30	7	0.910000	-	e	X1Sigma+	7	0	0	0	Ca	17329.527529
205	17481.169662	102	25	6.700000	-	e	X1Sigma+	4	0	0	0	Ca	17481.169662
206	17495.810052	34	8	1.070000	+	e	X1Sigma+	7	0	0	0	Ca	17495.810052
207	17553.603412	86	21	4.870000	-	e	X1Sigma+	5	0	0	0	Ca	17553.603412
208	17586.058483	66	16	3.020000	+	e	X1Sigma+	6	0	0	0	Ca	17586.058483
209	17591.139127	130	32	10.660000	+	e	X1Sigma+	2	0	0	0	Ca	17591.139127
210	17628.824151	142	35	12.650000	-	e	X1Sigma+	1	0	0	0	Ca	17628.824151
211	17682.151288	38	9	1.250000	-	e	X1Sigma+	7	0	0	0	Ca	17682.151288
212	17721.770715	118	29	8.850000	-	e	X1Sigma+	3	0	0	0	Ca	17721.770715
213	17835.733682	154	38	14.820000	+	e	X1Sigma+	0	0	0	0	Ca	17835.733682
214	17888.297905	42	10	1.450000	+	e	X1Sigma+	7	0	0	0	Ca	17888.297905
215	17936.784416	70	17	3.360000	-	e	X1Sigma+	6	0	0	0	Ca	17936.784416
216	18007.531417	90	22	5.310000	+	e	X1Sigma+	5	0	0	0	Ca	18007.531417
217	18018.444572	106	26	7.220000	+	e	X1Sigma+	4	0	0	0	Ca	18018.444572
218	18113.970120	46	11	1.670000	-	e	X1Sigma+	7	0	0	0	Ca	18113.970120
219	18272.686271	134	33	11.320000	-	e	X1Sigma+	2	0	0	0	Ca	18272.686271
220	18305.237018	74	18	3.720000	+	e	X1Sigma+	6	0	0	0	Ca	18305.237018
221	18338.986660	122	30	9.450000	+	e	X1Sigma+	3	0	0	0	Ca	18338.986660
222	18358.862208	50	12	1.910000	+	e	X1Sigma+	7	0	0	0	Ca	18358.862208
223	18373.041394	146	36	13.370000	+	e	X1Sigma+	1	0	0	0	Ca	18373.041394
224	18477.433782	94	23	5.770000	-	e	X1Sigma+	5	0	0	0	Ca	18477.433782
225	18570.089536	110	27	7.760000	-	e	X1Sigma+	4	0	0	0	Ca	18570.089536
226	18622.643048	54	13	2.170000	-	e	X1Sigma+	7	0	0	0	Ca	18622.643048
227	18640.580097	158	39	15.600000	-	e	X1Sigma+	0	0	0	0	Ca	18640.580097
228	18690.940974	78	19	4.100000	-	e	X1Sigma+	6	0	0	0	Ca	18690.940974
229	18697.864459	2	0	0.400000	+	e	X1Sigma+	8	0	0	0	Ca	18697.864459
230	18718.043165	6	1	0.420000	-	e	X1Sigma+	8	0	0	0	Ca	18718.043165
231	18758.372148	10	2	0.460000	+	e	X1Sigma+	8	0	0	0	Ca	18758.372148
232	18818.794595	14	3	0.520000	-	e	X1Sigma+	8	0	0	0	Ca	18818.794595
233	18899.225415	18	4	0.600000	+	e	X1Sigma+	8	0	0	0	Ca	18899.225415
234	18904.956700	58	14	2.450000	+	e	X1Sigma+	7	0	0	0	Ca	18904.956700
235	18962.734247	98	24	6.250000	+	e	X1Sigma+	5	0	0	0	Ca	18962.734247
236	18965.353776	138	34	12.000000	+	e	X1Sigma+	2	0	0	0	Ca	18965.353776
237	18968.692872	126	31	10.070000	-	e	X1Sigma+	3	0	0	0	Ca	18968.692872
238	18999.551386	22	5	0.700000	-	e	X1Sigma+	8	0	0	0	Ca	18999.551386
239	19093.400351	82	20	4.500000	+	e	X1Sigma+	6	0	0	0	Ca	19093.400351
240	19119.631352	26	6	0.820000	+	e	X1Sigma+	8	0	0	0	Ca	19119.631352
241	19126.899555	150	37	14.110000	-	e	X1Sigma+	1	0	0	0	Ca	19126.899555
242	19135.460821	114	28	8.320000	+	e	X1Sigma+	4	0	0	0	Ca	19135.460821
243	19205.423012	62	15	2.750000	-	e	X1Sigma+	7	0	0	0	Ca	19205.423012
244	19259.296469	30	7	0.960000	-	e	X1Sigma+	8	0	0	0	Ca	19259.296469
245	19418.350492	34	8	1.120000	+	e	X1Sigma+	8	0	0	0	Ca	19418.350492
246	19453.506506	162	40	16.400000	+	e	X1Sigma+	0	0	0	0	Ca	19453.506506
247	19462.840083	102	25	6.750000	-	e	X1Sigma+	5	0	0	0	Ca	19462.840083
248	19512.099354	86	21	4.920000	-	e	X1Sigma+	6	0	0	0	Ca	19512.099354
249	19523.638248	66	16	3.070000	+	e	X1Sigma+	7	0	0	0	Ca	19523.638248
250	19596.570112	38	9	1.300000	-	e	X1Sigma+	8	0	0	0	Ca	19596.570112
251	19610.190559	130	32	10.710000	+	e	X1Sigma+	3	0	0	0	Ca	19610.190559
252	19668.407085	142	35	12.700000	-	e	X1Sigma+	2	0	0	0	Ca	19668.407085
253	19713.901559	118	29	8.900000	-	e	X1Sigma+	4	0	0	0	Ca	19713.901559
254	19793.705320	42	10	1.500000	+	e	X1Sigma+	8	0	0	0	Ca	19793.705320
255	19859.175721	70	17	3.410000	-	e	X1Sigma+	7	0	0	0	Ca	19859.175721
256	19889.634409	154	38	14.870000	+	e	X1Sigma+	1	0	0	0	Ca	19889.634409
257	19946.503048	90	22	5.360000	+	e	X1Sigma+	6	0	0	0	Ca	19946.503048
258	19977.142820	106	26	7.270000	+	e	X1Sigma+	5	0	0	0	Ca	19977.142820
259	20009.479824	46	11	1.720000	-	e	X1Sigma+	8	0	0	0	Ca	20009.479824
260	20211.586446	74	18	3.770000	+	e	X1Sigma+	7	0	0	0	Ca	20211.586446
261	20243.591482	50	12	1.960000	+	e	X1Sigma+	8	0	0	0	Ca	20243.591482
262	20262.770747	134	33	11.370000	-	e	X1Sigma+	3	0	0	0	Ca	20262.770747
263	20273.725657	166	41	17.220000	-	e	X1Sigma+	0	0	0	0	Ca	20273.725657
264	20304.742396	122	30	9.500000	+	e	X1Sigma+	4	0	0	0	Ca	20304.742396
265	20381.103378	146	36	13.420000	+	e	X1Sigma+	2	0	0	0	Ca	20381.103378
266	20396.058071	94	23	5.820000	-	e	X1Sigma+	6	0	0	0	Ca	20396.058071
267	20495.712773	54	13	2.220000	-	e	X1Sigma+	8	0	0	0	Ca	20495.712773
268	20505.018928	110	27	7.810000	-	e	X1Sigma+	5	0	0	0	Ca	20505.018928
269	20548.620687	2	0	0.450000	+	e	X1Sigma+	9	0	0	0	Ca	20548.620687
270	20567.893664	6	1	0.470000	-	e	X1Sigma+	9	0	0	0	Ca	20567.893664
271	20580.399776	78	19	4.150000	-	e	X1Sigma+	7	0	0	0	Ca	20580.399776
272	20606.411506	10	2	0.510000	+	e	X1Sigma+	9	0	0	0	Ca	20606.411506
273	20660.474886	158	39	15.650000	-	e	X1Sigma+	1	0	0	0	Ca	20660.474886
274	20664.118031	14	3	0.570000	-	e	X1Sigma+	9	0	0	0	Ca	20664.118031
275	20740.929072	18	4	0.650000	+	e	X1Sigma+	9	0	0	0	Ca	20740.929072
276	20765.491288	58	14	2.500000	+	e	X1Sigma+	8	0	0	0	Ca	20765.491288
277	20836.732601	22	5	0.750000	-	e	X1Sigma+	9	0	0	0	Ca	20836.732601
278	20860.193297	98	24	6.300000	+	e	X1Sigma+	6	0	0	0	Ca	20860.193297
279	20907.302073	126	31	10.120000	-	e	X1Sigma+	4	0	0	0	Ca	20907.302073
280	20925.714792	138	34	12.050000	+	e	X1Sigma+	3	0	0	0	Ca	20925.714792
281	20951.388892	26	6	0.870000	+	e	X1Sigma+	9	0	0	0	Ca	20951.388892
282	20965.124039	82	20	4.550000	+	e	X1Sigma+	7	0	0	0	Ca	20965.124039
283	21045.830433	114	28	8.370000	+	e	X1Sigma+	5	0	0	0	Ca	21045.830433
284	21052.550232	62	15	2.800000	-	e	X1Sigma+	8	0	0	0	Ca	21052.550232
285	21084.730726	30	7	1.010000	-	e	X1Sigma+	9	0	0	0	Ca	21084.730726
286	21100.444202	170	42	18.060000	+	e	X1Sigma+	0	0	0	0	Ca	21100.444202
287	21102.691988	150	37	14.160000	-	e	X1Sigma+	2	0	0	0	Ca	21102.691988
288	21236.563627	34	8	1.170000	+	e	X1Sigma+	9	0	0	0	Ca	21236.563627
289	21338.320450	102	25	6.800000	-	e	X1Sigma+	6	0	0	0	Ca	21338.320450
290	21356.488941	66	16	3.120000	+	e	X1Sigma+	8	0	0	0	Ca	21356.488941
291	21365.247136	86	21	4.970000	-	e	X1Sigma+	7	0	0	0	Ca	21365.247136
292	21406.666132	38	9	1.350000	-	e	X1Sigma+	9	0	0	0	Ca	21406.666132
293	21438.643333	162	40	16.450000	+	e	X1Sigma+	1	0	0	0	Ca	21438.643333
294	21520.887919	130	32	10.760000	+	e	X1Sigma+	4	0	0	0	Ca	21520.887919
295	21594.790092	42	10	1.550000	+	e	X1Sigma+	9	0	0	0	Ca	21594.790092
296	21598.294813	142	35	12.750000	-	e	X1Sigma+	3	0	0	0	Ca	21598.294813
