i	Energy (cm-1)	gi	J	Uncertainty (cm-1)	Total_Parity	e/f	State	v	Λ	Σ	Ω	Label	Calc
297	21598.925452	118	29	8.950000	-	e	X1Sigma+	5	0	0	0	Ca	21598.925452
298	21676.883386	70	17	3.460000	-	e	X1Sigma+	8	0	0	0	Ca	21676.883386
299	21780.237115	90	22	5.410000	+	e	X1Sigma+	7	0	0	0	Ca	21780.237115
300	21800.661000	46	11	1.770000	-	e	X1Sigma+	9	0	0	0	Ca	21800.661000
301	21829.834650	106	26	7.320000	+	e	X1Sigma+	6	0	0	0	Ca	21829.834650
302	21832.414733	154	38	14.920000	+	e	X1Sigma+	2	0	0	0	Ca	21832.414733
303	21932.862682	174	43	18.920000	-	e	X1Sigma+	0	0	0	0	Ca	21932.862682
304	22013.286683	74	18	3.820000	+	e	X1Sigma+	8	0	0	0	Ca	22013.286683
305	22023.978329	50	12	2.010000	+	e	X1Sigma+	9	0	0	0	Ca	22023.978329
306	22144.796241	134	33	11.420000	-	e	X1Sigma+	4	0	0	0	Ca	22144.796241
307	22163.638634	122	30	9.550000	+	e	X1Sigma+	5	0	0	0	Ca	22163.638634
308	22209.542683	94	23	5.870000	-	e	X1Sigma+	7	0	0	0	Ca	22209.542683
309	22223.355691	166	41	17.270000	-	e	X1Sigma+	1	0	0	0	Ca	22223.355691
310	22264.415896	54	13	2.270000	-	e	X1Sigma+	9	0	0	0	Ca	22264.415896
311	22279.774012	146	36	13.470000	+	e	X1Sigma+	3	0	0	0	Ca	22279.774012
312	22295.043520	2	0	0.500000	+	e	X1Sigma+	10	0	0	0	Ca	22295.043520
313	22313.405190	6	1	0.520000	-	e	X1Sigma+	10	0	0	0	Ca	22313.405190
314	22334.114873	110	27	7.860000	-	e	X1Sigma+	6	0	0	0	Ca	22334.114873
315	22350.100534	10	2	0.560000	+	e	X1Sigma+	10	0	0	0	Ca	22350.100534
316	22365.229562	78	19	4.200000	-	e	X1Sigma+	8	0	0	0	Ca	22365.229562
317	22405.073584	14	3	0.620000	-	e	X1Sigma+	10	0	0	0	Ca	22405.073584
318	22478.240469	18	4	0.700000	+	e	X1Sigma+	10	0	0	0	Ca	22478.240469
319	22521.622226	58	14	2.550000	+	e	X1Sigma+	9	0	0	0	Ca	22521.622226
320	22569.489506	22	5	0.800000	-	e	X1Sigma+	10	0	0	0	Ca	22569.489506
321	22569.506152	158	39	15.700000	-	e	X1Sigma+	2	0	0	0	Ca	22569.506152
322	22652.593653	98	24	6.350000	+	e	X1Sigma+	7	0	0	0	Ca	22652.593653
323	22678.681317	26	6	0.920000	+	e	X1Sigma+	10	0	0	0	Ca	22678.681317
324	22732.220812	82	20	4.600000	+	e	X1Sigma+	8	0	0	0	Ca	22732.220812
325	22739.291474	126	31	10.170000	-	e	X1Sigma+	5	0	0	0	Ca	22739.291474
326	22770.175413	178	44	19.800000	+	e	X1Sigma+	0	0	0	0	Ca	22770.175413
327	22778.312593	138	34	12.100000	+	e	X1Sigma+	4	0	0	0	Ca	22778.312593
328	22795.220914	62	15	2.850000	-	e	X1Sigma+	9	0	0	0	Ca	22795.220914
329	22805.648979	30	7	1.060000	-	e	X1Sigma+	10	0	0	0	Ca	22805.648979
330	22850.524312	114	28	8.420000	+	e	X1Sigma+	6	0	0	0	Ca	22850.524312
331	22950.198188	34	8	1.220000	+	e	X1Sigma+	10	0	0	0	Ca	22950.198188
332	22969.406878	150	37	14.210000	-	e	X1Sigma+	3	0	0	0	Ca	22969.406878
333	23013.821580	170	42	18.110000	+	e	X1Sigma+	1	0	0	0	Ca	23013.821580
334	23084.810979	66	16	3.170000	+	e	X1Sigma+	9	0	0	0	Ca	23084.810979
335	23108.801304	102	25	6.850000	-	e	X1Sigma+	7	0	0	0	Ca	23108.801304
336	23112.107454	38	9	1.400000	-	e	X1Sigma+	10	0	0	0	Ca	23112.107454
337	23113.747670	86	21	5.020000	-	e	X1Sigma+	8	0	0	0	Ca	23113.747670
338	23291.128297	42	10	1.600000	+	e	X1Sigma+	10	0	0	0	Ca	23291.128297
339	23313.193620	162	40	16.500000	+	e	X1Sigma+	2	0	0	0	Ca	23313.193620
340	23325.192505	130	32	10.810000	+	e	X1Sigma+	5	0	0	0	Ca	23325.192505
341	23378.410598	118	29	9.000000	-	e	X1Sigma+	6	0	0	0	Ca	23378.410598
342	23389.967187	70	17	3.510000	-	e	X1Sigma+	9	0	0	0	Ca	23389.967187
343	23420.711897	142	35	12.800000	-	e	X1Sigma+	4	0	0	0	Ca	23420.711897
344	23486.985463	46	11	1.820000	-	e	X1Sigma+	10	0	0	0	Ca	23486.985463
345	23509.276134	90	22	5.460000	+	e	X1Sigma+	8	0	0	0	Ca	23509.276134
346	23577.558628	106	26	7.370000	+	e	X1Sigma+	7	0	0	0	Ca	23577.558628
347	23611.570287	182	45	20.700000	-	e	X1Sigma+	0	0	0	0	Ca	23611.570287
348	23621.218214	6	1	0.020000	+	f	A1Pi	0	1	0	1	Ca	23621.218214
349	23621.293787	6	1	0.020000	-	e	A1Pi	0	1	0	1	Ca	23621.293787
350	23666.439249	154	38	14.970000	+	e	X1Sigma+	3	0	0	0	Ca	23666.439249
351	23666.522373	10	2	0.060000	-	f	A1Pi	0	1	0	1	Ca	23666.522373
352	23666.749093	10	2	0.060000	+	e	A1Pi	0	1	0	1	Ca	23666.749093
353	23699.377136	50	12	2.060000	+	e	X1Sigma+	10	0	0	0	Ca	23699.377136
354	23710.240345	74	18	3.870000	+	e	X1Sigma+	9	0	0	0	Ca	23710.240345
355	23734.361288	14	3	0.120000	+	f	A1Pi	0	1	0	1	Ca	23734.361288
356	23734.814727	14	3	0.120000	-	e	A1Pi	0	1	0	1	Ca	23734.814727
357	23809.244282	174	43	18.970000	-	e	X1Sigma+	1	0	0	0	Ca	23809.244282
358	23824.594132	18	4	0.200000	-	f	A1Pi	0	1	0	1	Ca	23824.594132
359	23825.349864	18	4	0.200000	+	e	A1Pi	0	1	0	1	Ca	23825.349864
360	23917.105876	122	30	9.600000	+	e	X1Sigma+	6	0	0	0	Ca	23917.105876
361	23918.251196	94	23	5.920000	-	e	X1Sigma+	8	0	0	0	Ca	23918.251196
362	23920.637301	134	33	11.470000	-	e	X1Sigma+	5	0	0	0	Ca	23920.637301
363	23927.975149	54	13	2.320000	-	e	X1Sigma+	10	0	0	0	Ca	23927.975149
364	23935.799315	2	0	0.550000	+	e	X1Sigma+	11	0	0	0	Ca	23935.799315
365	23937.033058	22	5	0.300000	+	f	A1Pi	0	1	0	1	Ca	23937.033058
366	23938.166656	22	5	0.300000	-	e	A1Pi	0	1	0	1	Ca	23938.166656
367	23953.232962	6	1	0.570000	-	e	X1Sigma+	11	0	0	0	Ca	23953.232962
368	23988.072083	10	2	0.610000	+	e	X1Sigma+	11	0	0	0	Ca	23988.072083
369	24040.260342	14	3	0.670000	-	e	X1Sigma+	11	0	0	0	Ca	24040.260342
370	24045.157537	78	19	4.250000	-	e	X1Sigma+	9	0	0	0	Ca	24045.157537
371	24058.240434	110	27	7.910000	-	e	X1Sigma+	7	0	0	0	Ca	24058.240434
372	24062.697341	166	41	17.320000	-	e	X1Sigma+	2	0	0	0	Ca	24062.697341
373	24071.258394	146	36	13.520000	+	e	X1Sigma+	4	0	0	0	Ca	24071.258394
374	24071.443121	26	6	0.420000	-	f	A1Pi	0	1	0	1	Ca	24071.443121
375	24073.030158	26	6	0.420000	+	e	A1Pi	0	1	0	1	Ca	24073.030158
376	24109.713283	18	4	0.750000	+	e	X1Sigma+	11	0	0	0	Ca	24109.713283
377	24172.425172	58	14	2.600000	+	e	X1Sigma+	10	0	0	0	Ca	24172.425172
378	24196.318372	22	5	0.850000	-	e	X1Sigma+	11	0	0	0	Ca	24196.318372
379	24227.542153	30	7	0.560000	+	f	A1Pi	0	1	0	1	Ca	24227.542153
380	24229.658202	30	7	0.560000	-	e	A1Pi	0	1	0	1	Ca	24229.658202
381	24299.935061	26	6	0.970000	+	e	X1Sigma+	11	0	0	0	Ca	24299.935061
382	24340.096950	98	24	6.400000	+	e	X1Sigma+	8	0	0	0	Ca	24340.096950
383	24370.108199	158	39	15.750000	-	e	X1Sigma+	3	0	0	0	Ca	24370.108199
384	24394.222285	82	20	4.650000	+	e	X1Sigma+	9	0	0	0	Ca	24394.222285
385	24405.000590	34	8	0.720000	-	f	A1Pi	0	1	0	1	Ca	24405.000590
386	24407.721224	34	8	0.720000	+	e	A1Pi	0	1	0	1	Ca	24407.721224
387	24420.394858	30	7	1.110000	-	e	X1Sigma+	11	0	0	0	Ca	24420.394858
388	24432.346881	62	15	2.900000	-	e	X1Sigma+	10	0	0	0	Ca	24432.346881
389	24456.228470	186	46	21.620000	+	e	X1Sigma+	0	0	0	0	Ca	24456.228470
390	24465.926682	126	31	10.220000	-	e	X1Sigma+	6	0	0	0	Ca	24465.926682
391	24524.908288	138	34	12.150000	+	e	X1Sigma+	5	0	0	0	Ca	24524.908288
392	24550.203295	114	28	8.470000	+	e	X1Sigma+	7	0	0	0	Ca	24550.203295
393	24557.501405	34	8	1.270000	+	e	X1Sigma+	11	0	0	0	Ca	24557.501405
394	24603.441211	38	9	0.900000	+	f	A1Pi	0	1	0	1	Ca	24603.441211
395	24606.842004	38	9	0.900000	-	e	A1Pi	0	1	0	1	Ca	24606.842004
396	24608.820603	178	44	19.850000	+	e	X1Sigma+	1	0	0	0	Ca	24608.820603
397	24707.334077	66	16	3.220000	+	e	X1Sigma+	10	0	0	0	Ca	24707.334077
398	24711.030554	38	9	1.450000	-	e	X1Sigma+	11	0	0	0	Ca	24711.030554
399	24729.205374	150	37	14.260000	-	e	X1Sigma+	4	0	0	0	Ca	24729.205374
400	24756.914621	86	21	5.070000	-	e	X1Sigma+	9	0	0	0	Ca	24756.914621
401	24774.216553	102	25	6.900000	-	e	X1Sigma+	8	0	0	0	Ca	24774.216553
402	24817.230168	170	42	18.160000	+	e	X1Sigma+	2	0	0	0	Ca	24817.230168
403	24822.438794	42	10	1.100000	-	f	A1Pi	0	1	0	1	Ca	24822.438794
404	24826.595318	42	10	1.100000	+	e	A1Pi	0	1	0	1	Ca	24826.595318
405	24880.730439	42	10	1.650000	+	e	X1Sigma+	11	0	0	0	Ca	24880.730439
406	24996.954757	70	17	3.560000	-	e	X1Sigma+	10	0	0	0	Ca	24996.954757
407	25024.173601	130	32	10.860000	+	e	X1Sigma+	6	0	0	0	Ca	25024.173601
408	25052.785275	118	29	9.050000	-	e	X1Sigma+	7	0	0	0	Ca	25052.785275
409	25061.519635	46	11	1.320000	+	f	A1Pi	0	1	0	1	Ca	25061.519635
410	25066.321534	46	11	1.870000	-	e	X1Sigma+	11	0	0	0	Ca	25066.321534
411	25066.507464	46	11	1.320000	-	e	A1Pi	0	1	0	1	Ca	25066.507464
412	25079.641712	162	40	16.550000	+	e	X1Sigma+	3	0	0	0	Ca	25079.641712
413	25132.691028	90	22	5.510000	+	e	X1Sigma+	9	0	0	0	Ca	25132.691028
414	25137.274304	142	35	12.850000	-	e	X1Sigma+	5	0	0	0	Ca	25137.274304
415	25219.992015	106	26	7.420000	+	e	X1Sigma+	8	0	0	0	Ca	25219.992015
416	25257.291364	6	1	0.120000	+	f	A1Pi	1	1	0	1	Ca	25257.291364
417	25257.360817	6	1	0.120000	-	e	A1Pi	1	1	0	1	Ca	25257.360817
418	25267.496685	50	12	2.110000	+	e	X1Sigma+	11	0	0	0	Ca	25267.496685
419	25298.849789	10	2	0.160000	-	f	A1Pi	1	1	0	1	Ca	25298.849789
420	25299.058148	10	2	0.160000	+	e	A1Pi	1	1	0	1	Ca	25299.058148
421	25300.751098	74	18	3.920000	+	e	X1Sigma+	10	0	0	0	Ca	25300.751098
422	25303.323988	190	47	22.560000	-	e	X1Sigma+	0	0	0	0	Ca	25303.323988
423	25320.160907	50	12	1.560000	-	f	A1Pi	0	1	0	1	Ca	25320.160907
424	25326.055614	50	12	1.560000	+	e	A1Pi	0	1	0	1	Ca	25326.055614
425	25361.065242	14	3	0.220000	+	f	A1Pi	1	1	0	1	Ca	25361.065242
426	25361.481960	14	3	0.220000	-	e	A1Pi	1	1	0	1	Ca	25361.481960
427	25393.794660	154	38	15.020000	+	e	X1Sigma+	4	0	0	0	Ca	25393.794660
428	25411.740598	182	45	20.750000	-	e	X1Sigma+	1	0	0	0	Ca	25411.740598
429	25443.790987	18	4	0.300000	-	f	A1Pi	1	1	0	1	Ca	25443.790987
430	25444.485517	18	4	0.300000	+	e	A1Pi	1	1	0	1	Ca	25444.485517
431	25467.843820	2	0	0.600000	+	e	X1Sigma+	12	0	0	0	Ca	25467.843820
432	25483.921113	54	13	2.370000	-	e	X1Sigma+	11	0	0	0	Ca	25483.921113
433	25484.318197	6	1	0.620000	-	e	X1Sigma+	12	0	0	0	Ca	25484.318197
434	25517.238208	10	2	0.660000	+	e	X1Sigma+	12	0	0	0	Ca	25517.238208
435	25520.984236	94	23	5.970000	-	e	X1Sigma+	9	0	0	0	Ca	25520.984236
436	25546.831178	22	5	0.400000	+	f	A1Pi	1	1	0	1	Ca	25546.831178
437	25547.872974	22	5	0.400000	-	e	A1Pi	1	1	0	1	Ca	25547.872974
438	25565.305411	122	30	9.650000	+	e	X1Sigma+	7	0	0	0	Ca	25565.305411
439	25566.546364	14	3	0.720000	-	e	X1Sigma+	12	0	0	0	Ca	25566.546364
440	25575.997232	174	43	19.020000	-	e	X1Sigma+	2	0	0	0	Ca	25575.997232
441	25591.130634	134	33	11.520000	-	e	X1Sigma+	6	0	0	0	Ca	25591.130634
442	25597.789819	54	13	1.820000	+	f	A1Pi	0	1	0	1	Ca	25597.789819
443	25604.666978	54	13	1.820000	-	e	A1Pi	0	1	0	1	Ca	25604.666978
444	25618.239343	78	19	4.300000	-	e	X1Sigma+	10	0	0	0	Ca	25618.239343
445	25632.156428	18	4	0.800000	+	e	X1Sigma+	12	0	0	0	Ca	25632.156428
446	25669.940675	26	6	0.520000	-	f	A1Pi	1	1	0	1	Ca	25669.940675
447	25671.399189	26	6	0.520000	+	e	A1Pi	1	1	0	1	Ca	25671.399189
448	25676.783755	110	27	7.960000	-	e	X1Sigma+	8	0	0	0	Ca	25676.783755
449	25713.953402	22	5	0.900000	-	e	X1Sigma+	12	0	0	0	Ca	25713.953402
450	25715.232363	58	14	2.650000	+	e	X1Sigma+	11	0	0	0	Ca	25715.232363
451	25756.989860	146	36	13.570000	+	e	X1Sigma+	5	0	0	0	Ca	25756.989860
452	25794.258107	166	41	17.370000	-	e	X1Sigma+	3	0	0	0	Ca	25794.258107
453	25811.793513	26	6	1.020000	+	e	X1Sigma+	12	0	0	0	Ca	25811.793513
454	25812.824781	30	7	0.660000	+	f	A1Pi	1	1	0	1	Ca	25812.824781
455	25814.769466	30	7	0.660000	-	e	A1Pi	1	1	0	1	Ca	25814.769466
456	25893.782512	58	14	2.100000	-	f	A1Pi	0	1	0	1	Ca	25893.782512
457	25901.717695	58	14	2.100000	+	e	A1Pi	0	1	0	1	Ca	25901.717695
458	25921.202822	98	24	6.450000	+	e	X1Sigma+	9	0	0	0	Ca	25921.202822
459	25925.504178	30	7	1.160000	-	e	X1Sigma+	12	0	0	0	Ca	25925.504178
460	25948.909558	82	20	4.700000	+	e	X1Sigma+	10	0	0	0	Ca	25948.909558
461	25961.040184	62	15	2.950000	-	e	X1Sigma+	11	0	0	0	Ca	25961.040184
462	25975.138897	34	8	0.820000	-	f	A1Pi	1	1	0	1	Ca	25975.138897
463	25977.639206	34	8	0.820000	+	e	A1Pi	1	1	0	1	Ca	25977.639206
464	26054.883961	34	8	1.320000	+	e	X1Sigma+	12	0	0	0	Ca	26054.883961
465	26064.255770	158	39	15.800000	-	e	X1Sigma+	4	0	0	0	Ca	26064.255770
466	26087.062888	126	31	10.270000	-	e	X1Sigma+	7	0	0	0	Ca	26087.062888
467	26143.929887	114	28	8.520000	+	e	X1Sigma+	8	0	0	0	Ca	26143.929887
468	26152.023197	194	48	23.520000	+	e	X1Sigma+	0	0	0	0	Ca	26152.023197
469	26156.488075	38	9	1.000000	+	f	A1Pi	1	1	0	1	Ca	26156.488075
470	26159.613462	38	9	1.000000	-	e	A1Pi	1	1	0	1	Ca	26159.613462
471	26166.064234	138	34	12.200000	+	e	X1Sigma+	6	0	0	0	Ca	26166.064234
472	26199.702495	38	9	1.500000	-	e	X1Sigma+	12	0	0	0	Ca	26199.702495
473	26207.462632	62	15	2.400000	+	f	A1Pi	0	1	0	1	Ca	26207.462632
474	26216.531412	62	15	2.400000	-	e	A1Pi	0	1	0	1	Ca	26216.531412
475	26217.187117	186	46	21.670000	+	e	X1Sigma+	1	0	0	0	Ca	26217.187117
476	26220.926335	66	16	3.270000	+	e	X1Sigma+	11	0	0	0	Ca	26220.926335
477	26292.225219	86	21	5.120000	-	e	X1Sigma+	10	0	0	0	Ca	26292.225219
478	26332.730562	102	25	6.950000	-	e	X1Sigma+	9	0	0	0	Ca	26332.730562
479	26338.195325	178	44	19.900000	+	e	X1Sigma+	2	0	0	0	Ca	26338.195325
480	26356.426427	42	10	1.200000	-	f	A1Pi	1	1	0	1	Ca	26356.426427
481	26359.700369	42	10	1.700000	+	e	X1Sigma+	12	0	0	0	Ca	26359.700369
482	26360.246344	42	10	1.200000	+	e	A1Pi	1	1	0	1	Ca	26360.246344
483	26383.294035	150	37	14.310000	-	e	X1Sigma+	5	0	0	0	Ca	26383.294035
484	26494.444259	70	17	3.610000	-	e	X1Sigma+	11	0	0	0	Ca	26494.444259
485	26513.165136	170	42	18.210000	+	e	X1Sigma+	3	0	0	0	Ca	26513.165136
486	26534.588980	46	11	1.920000	-	e	X1Sigma+	12	0	0	0	Ca	26534.588980
487	26538.099505	66	16	2.720000	-	f	A1Pi	0	1	0	1	Ca	26538.099505
488	26548.377456	66	16	2.720000	+	e	A1Pi	0	1	0	1	Ca	26548.377456
489	26574.456383	46	11	1.420000	+	f	A1Pi	1	1	0	1	Ca	26574.456383
490	26579.040283	46	11	1.420000	-	e	A1Pi	1	1	0	1	Ca	26579.040283
491	26617.335822	130	32	10.910000	+	e	X1Sigma+	7	0	0	0	Ca	26617.335822
492	26620.745171	118	29	9.100000	-	e	X1Sigma+	8	0	0	0	Ca	26620.745171
493	26647.622600	90	22	5.560000	+	e	X1Sigma+	10	0	0	0	Ca	26647.622600
494	26686.541457	6	1	0.220000	+	f	A1Pi	2	1	0	1	Ca	26686.541457
495	26686.604325	6	1	0.220000	-	e	A1Pi	2	1	0	1	Ca	26686.604325
496	26724.050302	50	12	2.160000	+	e	X1Sigma+	12	0	0	0	Ca	26724.050302
497	26724.350611	10	2	0.260000	-	f	A1Pi	2	1	0	1	Ca	26724.350611
498	26724.539215	10	2	0.260000	+	e	A1Pi	2	1	0	1	Ca	26724.539215
499	26739.804699	162	40	16.600000	+	e	X1Sigma+	4	0	0	0	Ca	26739.804699
500	26748.221919	142	35	12.900000	-	e	X1Sigma+	6	0	0	0	Ca	26748.221919
501	26754.925502	106	26	7.470000	+	e	X1Sigma+	9	0	0	0	Ca	26754.925502
502	26780.938557	14	3	0.320000	+	f	A1Pi	2	1	0	1	Ca	26780.938557
503	26781.118634	74	18	3.970000	+	e	X1Sigma+	11	0	0	0	Ca	26781.118634
504	26781.315766	14	3	0.320000	-	e	A1Pi	2	1	0	1	Ca	26781.315766
505	26810.027737	50	12	1.660000	-	f	A1Pi	1	1	0	1	Ca	26810.027737
506	26815.445074	50	12	1.660000	+	e	A1Pi	1	1	0	1	Ca	26815.445074
507	26856.154222	18	4	0.400000	-	f	A1Pi	2	1	0	1	Ca	26856.154222
508	26856.782904	18	4	0.400000	+	e	A1Pi	2	1	0	1	Ca	26856.782904
509	26884.905800	70	17	3.060000	+	f	A1Pi	0	1	0	1	Ca	26884.905800
510	26886.120981	2	0	0.650000	+	e	X1Sigma+	13	0	0	0	Ca	26886.120981
511	26896.468495	70	17	3.060000	-	e	A1Pi	0	1	0	1	Ca	26896.468495
512	26901.586510	6	1	0.670000	-	e	X1Sigma+	13	0	0	0	Ca	26901.586510
513	26927.736599	54	13	2.420000	-	e	X1Sigma+	12	0	0	0	Ca	26927.736599
514	26932.487734	10	2	0.710000	+	e	X1Sigma+	13	0	0	0	Ca	26932.487734
515	26949.795958	22	5	0.500000	+	f	A1Pi	2	1	0	1	Ca	26949.795958
516	26950.738980	22	5	0.500000	-	e	A1Pi	2	1	0	1	Ca	26950.738980
517	26978.764957	14	3	0.770000	-	e	X1Sigma+	13	0	0	0	Ca	26978.764957
518	27001.484118	198	49	24.500000	-	e	X1Sigma+	0	0	0	0	Ca	27001.484118
519	27014.509890	94	23	6.020000	-	e	X1Sigma+	10	0	0	0	Ca	27014.509890
520	27015.408916	154	38	15.070000	+	e	X1Sigma+	5	0	0	0	Ca	27015.408916
521	27024.335153	190	47	22.610000	-	e	X1Sigma+	1	0	0	0	Ca	27024.335153
522	27040.328565	18	4	0.850000	+	e	X1Sigma+	13	0	0	0	Ca	27040.328565
523	27061.611333	26	6	0.620000	-	f	A1Pi	2	1	0	1	Ca	27061.611333
524	27062.536460	54	13	1.920000	+	f	A1Pi	1	1	0	1	Ca	27062.536460
525	27062.931564	26	6	0.620000	+	e	A1Pi	2	1	0	1	Ca	27062.931564
526	27068.856686	54	13	1.920000	-	e	A1Pi	1	1	0	1	Ca	27068.856686
527	27080.444727	78	19	4.350000	-	e	X1Sigma+	11	0	0	0	Ca	27080.444727
528	27103.011979	182	45	20.800000	-	e	X1Sigma+	2	0	0	0	Ca	27103.011979
529	27106.519537	122	30	9.700000	+	e	X1Sigma+	8	0	0	0	Ca	27106.519537
530	27117.058935	22	5	0.950000	-	e	X1Sigma+	13	0	0	0	Ca	27117.058935
531	27145.270019	58	14	2.700000	+	e	X1Sigma+	12	0	0	0	Ca	27145.270019
532	27155.379591	134	33	11.570000	-	e	X1Sigma+	7	0	0	0	Ca	27155.379591
533	27187.118637	110	27	8.010000	-	e	X1Sigma+	9	0	0	0	Ca	27187.118637
534	27191.296860	30	7	0.760000	+	f	A1Pi	2	1	0	1	Ca	27191.296860
535	27193.057168	30	7	0.760000	-	e	A1Pi	2	1	0	1	Ca	27193.057168
536	27208.806308	26	6	1.070000	+	e	X1Sigma+	13	0	0	0	Ca	27208.806308
537	27235.558693	174	43	19.070000	-	e	X1Sigma+	3	0	0	0	Ca	27235.558693
538	27247.034559	74	18	3.420000	-	f	A1Pi	0	1	0	1	Ca	27247.034559
539	27259.957571	74	18	3.420000	+	e	A1Pi	0	1	0	1	Ca	27259.957571
540	27315.390617	30	7	1.210000	-	e	X1Sigma+	13	0	0	0	Ca	27315.390617
541	27331.323211	58	14	2.200000	-	f	A1Pi	1	1	0	1	Ca	27331.323211
542	27336.830370	146	36	13.620000	+	e	X1Sigma+	6	0	0	0	Ca	27336.830370
543	27338.497634	34	8	0.920000	-	f	A1Pi	2	1	0	1	Ca	27338.497634
544	27338.615780	58	14	2.200000	+	e	A1Pi	1	1	0	1	Ca	27338.615780
545	27340.760888	34	8	0.920000	+	e	A1Pi	2	1	0	1	Ca	27340.760888
546	27376.242068	62	15	3.000000	-	e	X1Sigma+	12	0	0	0	Ca	27376.242068
547	27391.887533	82	20	4.750000	+	e	X1Sigma+	11	0	0	0	Ca	27391.887533
548	27392.265988	98	24	6.500000	+	e	X1Sigma+	10	0	0	0	Ca	27392.265988
549	27419.642208	166	41	17.420000	-	e	X1Sigma+	4	0	0	0	Ca	27419.642208
550	27436.601264	34	8	1.370000	+	e	X1Sigma+	13	0	0	0	Ca	27436.601264
551	27502.806880	38	9	1.100000	+	f	A1Pi	2	1	0	1	Ca	27502.806880
552	27505.635947	38	9	1.100000	-	e	A1Pi	2	1	0	1	Ca	27505.635947
553	27572.196829	38	9	1.550000	-	e	X1Sigma+	13	0	0	0	Ca	27572.196829
554	27600.516091	126	31	10.320000	-	e	X1Sigma+	8	0	0	0	Ca	27600.516091
555	27615.671493	62	15	2.500000	+	f	A1Pi	1	1	0	1	Ca	27615.671493
556	27620.212920	66	16	3.320000	+	e	X1Sigma+	12	0	0	0	Ca	27620.212920
557	27623.575427	78	19	3.800000	+	f	A1Pi	0	1	0	1	Ca	27623.575427
558	27624.005857	62	15	2.500000	-	e	A1Pi	1	1	0	1	Ca	27624.005857
559	27628.612145	114	28	8.570000	+	e	X1Sigma+	9	0	0	0	Ca	27628.612145
560	27637.934329	78	19	3.800000	-	e	A1Pi	0	1	0	1	Ca	27637.934329
561	27652.537470	158	39	15.850000	-	e	X1Sigma+	5	0	0	0	Ca	27652.537470
562	27683.765369	42	10	1.300000	-	f	A1Pi	2	1	0	1	Ca	27683.765369
563	27687.223117	42	10	1.300000	+	e	A1Pi	2	1	0	1	Ca	27687.223117
564	27700.424570	138	34	12.250000	+	e	X1Sigma+	7	0	0	0	Ca	27700.424570
565	27714.880613	86	21	5.170000	-	e	X1Sigma+	11	0	0	0	Ca	27714.880613
566	27721.904698	42	10	1.750000	+	e	X1Sigma+	13	0	0	0	Ca	27721.904698
567	27780.238897	102	25	7.000000	-	e	X1Sigma+	10	0	0	0	Ca	27780.238897
568	27832.350907	194	48	23.570000	+	e	X1Sigma+	1	0	0	0	Ca	27832.350907
569	27850.855620	202	50	25.500000	+	e	X1Sigma+	0	0	0	0	Ca	27850.855620
570	27869.624157	186	46	21.720000	+	e	X1Sigma+	2	0	0	0	Ca	27869.624157
571	27876.710528	70	17	3.660000	-	e	X1Sigma+	12	0	0	0	Ca	27876.710528
572	27880.860704	46	11	1.520000	+	f	A1Pi	2	1	0	1	Ca	27880.860704
573	27885.010002	46	11	1.520000	-	e	A1Pi	2	1	0	1	Ca	27885.010002
574	27885.420599	46	11	1.970000	-	e	X1Sigma+	13	0	0	0	Ca	27885.420599
575	27914.805365	66	16	2.820000	-	f	A1Pi	1	1	0	1	Ca	27914.805365
576	27924.250978	66	16	2.820000	+	e	A1Pi	1	1	0	1	Ca	27924.250978
577	27924.628325	6	1	0.320000	+	f	A1Pi	3	1	0	1	Ca	27924.628325
578	27924.685205	6	1	0.320000	-	e	A1Pi	3	1	0	1	Ca	27924.685205
579	27931.092881	150	37	14.360000	-	e	X1Sigma+	6	0	0	0	Ca	27931.092881
580	27958.797257	10	2	0.360000	-	f	A1Pi	3	1	0	1	Ca	27958.797257
581	27958.967897	10	2	0.360000	+	e	A1Pi	3	1	0	1	Ca	27958.967897
582	27960.621012	178	44	19.950000	+	e	X1Sigma+	3	0	0	0	Ca	27960.621012
583	28009.923913	14	3	0.420000	+	f	A1Pi	3	1	0	1	Ca	28009.923913
584	28010.265194	14	3	0.420000	-	e	A1Pi	3	1	0	1	Ca	28010.265194
585	28013.549869	82	20	4.200000	-	f	A1Pi	0	1	0	1	Ca	28013.549869
586	28029.420235	82	20	4.200000	+	e	A1Pi	0	1	0	1	Ca	28029.420235
587	28048.824585	90	22	5.610000	+	e	X1Sigma+	11	0	0	0	Ca	28048.824585
588	28062.408004	50	12	2.210000	+	e	X1Sigma+	13	0	0	0	Ca	28062.408004
589	28077.856121	18	4	0.500000	-	f	A1Pi	3	1	0	1	Ca	28077.856121
590	28078.424922	18	4	0.500000	+	e	A1Pi	3	1	0	1	Ca	28078.424922
591	28078.677031	118	29	9.150000	-	e	X1Sigma+	9	0	0	0	Ca	28078.677031
592	28093.526430	50	12	1.760000	-	f	A1Pi	2	1	0	1	Ca	28093.526430
593	28098.430146	50	12	1.760000	+	e	A1Pi	2	1	0	1	Ca	28098.430146
594	28101.968467	130	32	10.960000	+	e	X1Sigma+	8	0	0	0	Ca	28101.968467
595	28102.951513	170	42	18.260000	+	e	X1Sigma+	4	0	0	0	Ca	28102.951513
596	28145.229466	74	18	4.020000	+	e	X1Sigma+	12	0	0	0	Ca	28145.229466
